gtin,title_kk,brand,ingredients,company_id,certificate_status,notes,off_query
9002490278258,Pink Grapefruit Energy Drink,Red Bull,,,reference,open_food_facts,
9002490278984,Simply  Cola,Organics By Red Bull,Bull ce 8 The ORGANICS by Red Bull SUP simply COLA STRONG NATURAL F,,reference,open_food_facts,
8850228000108,Kratingdaeng Energy Drink (Thai Style),Kratingdaeng,"ส่วนประกอบสำคัญโดยประมาณ ประกอบด้วย ซูโครส 5.55%, ทอรีน 0.527%, คาเฟอีน 0.0315%, อินโนซิทอล 0.02%, วิตาบินบี 3 (นิโคตินาไมต์) 0.0142%, โคลีน 0.007%, วิตามินบี 6 0.0047%, เด็กซ์เพนทีนอล 0.0038%, วิตามินบี 12 0.00001%, วัตถุที่ให้ความหวานแทนน",,reference,open_food_facts,
9002490206215,Red Bull Sugarfree,Red Bull,RED BULL Sugarfree. Niacin and won contribute to the reduction of firedness and f as well as to normal energy-yielding metabol Avaned and balanced diet and a healty are recommended Energy Drink with sweeteners-high caff content. Not recomme,,reference,open_food_facts,
9002490209595,Red bull,Red Bull,,,reference,open_food_facts,
8850228008173,Red bull blackcurrant flavor energy drink,Red Bull,"ทอรีน 0.2%, คาเฟอีน 0.02233% (คาเฟอีนธรรมชาติจากสารสกัดชาเขียว 0.004373%), วิตามินบี 3 (นิโคติน วิตามันมี 6 0.0029925%, วิตามินบี 12 0.0000020255%, วัตถุที่ให้ความหวานแทนน้ำตาล (มัลทิทอลไซรัป แอซีซัลเฟมโพแทสเซียม และซูคราโลส) วัตถุเจือปนอาห",,reference,open_food_facts,
9002490245931,Red Bull Zero,Red Bull,"Agua, Acidulante Ácido Cítrico, Dióxido de Carbono, Taurina (0,4%), Acidulante Citrato Sódico, Edulcorantes (Aspartamo, Acesulfamo K), Cafeína (0,03%), Vitaminas (Niacina, Ácido Pantoténico, B6, B12), Aromas, Colorante Caramelo Simple, Espe",,reference,open_food_facts,
9002490216018,Red Bull Energy Drink,Red Bull,,,reference,open_food_facts,
0611269113572,Red Bull The Yellow Edition Tropical Energy Drink,Red Bull,"Carbonated Water, Sugar, Glucose Citric Acid, Taurine, Sodium Citrate, Natural and Artificial Flavors, Caffeine, Colors, Niacinamide, Glycerol Ester of Wood Rosin, Sucrose Acetate Isobutyrate, Pyridoxine HC (Vitamin B6) Calcium Pantothenate",,reference,open_food_facts,
8850228007712,โปรดรีไซเคิล ไม่มีน้ำตาล Red Bull SODA ENERGY DRIN,RED BULL,"คาแฟอีน 0.02228 % (คาเฟอีนธรรมชาติจากสารสกัดชาเขียว 0.004373%), วิตามินบี 3 (นิโคตินาไมด์) 0.00796%, วิตามินบี 6 0.0029925%, วิตามินเอ 0.001974%, วิตามินบี 12 0.0000020255%, วัตถุที่ให้ความหวานแทนน้ำตาล (มัลทิทอลไซรัป แอซีซัลเฟมโพแทสเซียม แ",,reference,open_food_facts,
9002490228730,Original,Red Bull,"Wasser, Saccharose, Glucose, Säuerungsmittel (Citronensäure), Kohlensäure, Taurin (0,4%), Säureregulatoren (Natriumcarbonate, Magnesiumcarbonate), Koffein (0,03%), Vitamine (Niacin, Pantothensäure, B6, B12), Aromen, Farbstoffe (Zuckerkulör,",,reference,open_food_facts,
9002490206482,Red Bull 355 ml,Red Bull,"Eau gazéifiée, saccharose, glucose, acidifiant : acide citrique, taurine 0,4%, correcteurs d'acidité (carbonates de sodium, carbonates de magnésium), caféine 0,03%, vitamines (niacine, acide pantothénique, riboflavine, B6, B12), arômes, col",,reference,open_food_facts,
9002490250155,The Red Edition Sabor Sandía,Red Bull,,,reference,open_food_facts,
9002490215417,Red Bull Sugarfree 250 ml,Red Bull,"Vatten, syra (citronsyra), kolsyra, taurin 0,4%, surhetsreglerande medel (natriumkarbonater, magnesiumkarbonat), sötningsmedel (acesulfam K, aspartam), koffein, vitaminer (niacin 0,002%, pantotensyra 0,002%, B6 0,002%, B12), aromämnen, fört",,reference,open_food_facts,
9002490251987,Red Bull Fruta Dragón Green Edition,Red Bull,,,reference,open_food_facts,
9002490100443,Red Bull Energy Drink 6 x 4`S,Red Bull,,,reference,open_food_facts,
9002490255381,Ginger beer,Red Bull,,,reference,open_food_facts,
9002490207278,Red Bull 355ml,Red Bull,355ml RED BULL® EI Drink. Ceniony na caly świecie przez wybitnych spor studentów i ludzi ajbardziej wymagajacych pra doceniany także v długich trasach. rgy Napój energet czny. Wysoka zawartość kofeiny; nie zaleca się stosowania u iet w ciąż,,reference,open_food_facts,
9002490100771,Energy Drink,Red Bull,,,reference,open_food_facts,
0611269001921,Green,Red Bull,"Carbonated Water, Sugar, Glucose, Citric Acid, Taurine, Sodium Citrate, Natural Flavors, Artificial Flavors, Colors, Caffeine, Niacinamide, Pyridoxine HCl (Vitamin B6), Calcium Pantothenate, Vitamin B12",,reference,open_food_facts,
9002490275507,Redbull the winter edition,Red Bull,,,reference,open_food_facts,
0611269623732,Red Bull Zero,Red Bull,"Water, Erythritol, Taurine, Citric Acid, Lactic Acid, Sodium Bicarbonate, Natural Flavors, Caffeine, Gum Arabic, Sucralose, Sodium Benzoate, Potassium Sorbate, Niacinamide (Vitamin B3), Pyridoxine Hydrochloride (Vitamin B6), Cyanocobalamin ",,reference,open_food_facts,
5940631000037,Tropical,Red Bull,,,reference,open_food_facts,
9002490255628,Red Bull energy drink,Red Bull,"Zloženie: voda, sacharóza, glukóza, kyselina (kyselina citrónová Z 1 ZALOHOVANÉ oxid uhličitý, taurin (0,4%), regulátory kyslosti (uhličitany sodné, uhličitany (niacin, kyselina pantoténová, B6, horečnaté), kofein (0,03%), vitaminy B12), ar",,reference,open_food_facts,
9002490286761,Red Bull Winter Edition SUGARFREE,Red Bull,,,reference,open_food_facts,
9002490264228,Redbull Summer Edition,Red Bull,"Agua, Sacarosa,Glucosa,Acidulante(Acido cítrico), Dióxido de carbono,Taurina (0,4%)Corrector de Acidez (Citratos de sodio),Cafeina (0,03%),Vitaminas (Niacina,Ácido Pantotenico,B6,B12),Aromas,Colorantes(Antocianinas,Azul brillante FCF)",,reference,open_food_facts,
9002490271246,Redbull curuba,Red Bull,,,reference,open_food_facts,
9002490243766,Energy Drink,Red Bull,,,reference,open_food_facts,
0611269546017,Energy Drink,Red Bull,"Carbonated water, sucrose, glucose, citric acid, taurine, sodium bicarbonate, magnesium carbonate, caffeine, niacinamide, calcium pantothenate, pyridoxine hcl, vitamin b12, natural and artificial flavors, colors.",,reference,open_food_facts,
9002490251905,The Açai Edition Sugarfree Energy Drink,Red Bull,,,reference,open_food_facts,
8888307120063,Red Bull Plus,Red Bull,"Taurine (1000mg), D-glucuronolactone (400mg), Caffeine (80mg), Inositol (50mg), Lysine (50mg), Choline bitartrate (50mg), Vitamin B3 (30mg), Dexpanthenol (7mg), Vitamin B6 (6mg), Vitamin B12 (7mcg) Citric acid, Sodium benzoate, Colouring (E",,reference,open_food_facts,
0611269002063,ENERGY DRINK,Red Bull,"Carbonated Water, Citric Acid, Taurine, Sodium Citrate, Caffeine, Colors, Sucralose, Acesulfame K, Xanthan Gum, Natural and Artificial Flavors, Niacinamide, Pyriodoxine HCl (Vitamin B6), Calcium Pantothenate, Vitamin B12",,reference,open_food_facts,
5449000015109,Sprite,Sprite,"eau gazeuse
sucre
arome citrone naturel
E330 E331
E211
E950 E955",,reference,open_food_facts,
5449000000727,sprite slim 25cl,Sprite,"Eau pétillante, sucre, acidifiants: acide citrique anle nalique, correcteur d'acidité: gluconate de sodium, conservateur: benate de SAum, arômes naturels de cCtron-citron vert, édulcorant: glycosides de sem,",,reference,open_food_facts,
5449000286293,Sprite Goût Original,Sprite,"Eau gazéifiée; sucre; acidifiants : acide citrique, acide tartrique, aux arômes naturels de citron-citron vert, correcteur d'acidité: citrates de sodium.",,reference,open_food_facts,
5449000286284,Sprite,Sprite,"carbonated water, sugar, lemon juice from concentrate 1,1%, acidifiers: citric acid, sodium citrate, natural lemon-lime flavors",,reference,open_food_facts,
5449000110033,"Sprite Zero 1,5L",Coca-Cola Europacific Partners DE,"ماء غازي, محليات, اسيسولفام ك, اسبارتام, نكهات طبيعية, حامض الستريك, حامض الماليك, سترات الصوديوم",,reference,open_food_facts,
5000112546491,Sprite,Coca-Cola Company,"Wasser, Zucker, Kohlensäure, Säuerungsmittel (Citronensäure, Weinsäure), natürliches Zitronenaroma , Natürliches Limettenaroma, Säureregulator Natriumcitrate",,reference,open_food_facts,
5449000017930,Sprite,Sprite,"Wasser, Zucker, Kohlensäure, Säuerungsmittel Citronensäure, Zitronensaft aus Zitronensaftkonzentrat (1%), Limettensaft aus Limettensaftkonzentrat (0.1%), Säureregulator Natriumcitrate, natürliches Zitronen - und Limettenaroma.",,reference,open_food_facts,
5449000214773,Sprite,Sprite,"Eau gazéifiée, sucre, acide citrique, citrate de sodium, arômes naturels de citron-citron vert, glycosides de stéviol.",,reference,open_food_facts,
5449000109611,Sprite Zero,Sprite,"carbonated water , acidity regulators : citric acid, sodium citrate , natural flavors, lemon-lime , sweeteners : aspartame, acesulfame k, contains a source of phenylalanine,",,reference,open_food_facts,
5000112547825,Sprite Zitrone-Limette,Sprite,"Wasser, Zucker, Kohlensäure, Säuerungsmittel Citronensäure, Zitronensaft aus Zitronensaftkonzentrat (1%), Limettensaft aus Limettensaftkonzentrat (0,1%), Säureregulator Natriumcitrate, natürliches Zitronen - und Limettenaroma",,reference,open_food_facts,
5449000052924,Fanta orange 1.5l,Fanta,"water, sugar, concentrated orange juice (3%), carbonic acid, citric acid acid, citrus extract (1%), natural orange flavor with other natural flavors, antioxidant ascorbic acid, carotene dye, stabilizer flour of guar seeds,",,reference,open_food_facts,
5449000011529,"fanta Orange 0,33",Fanta,"carbonated water: concentrated orange juice (10%): sugar: concentrated lemon juice (2%): natural orange aromas with other natural aromas: preservative: potassium sorbate: stabilizing guar gum: honey extracts coloring: carotenoids,",,reference,open_food_facts,
5449000335906,Fanta Orange,Fanta,"Carbonated water; orange juice from concentrate (5%); sugar; fructose; lemon juice from concentrate (1%); acidifiers: malic acid, citric acid; natural orange flavors with other natural flavors; preservative: potassium sorbate; acidity regul",,reference,open_food_facts,
5449000083146,Fanta tropical exotic,Fanta,"Eau gazéifiée , sucre , jus à base de concentré (3,4%) : orange (3%), pêche (0,2%), fruit de la passion (0,2%) , extrait d'orange (0,7%) , acidifiant : acide citrique , conservateur : sorbate de potassium , arômes naturels , colorant : caro",,reference,open_food_facts,
5449000214807,BTE 33CL SLIM FANTA ORANGE,Fanta,"Eau gazéifiée, jus d'orange à base de jus concentré (10%), sucre, jus de citron à base de concentré (2%), conservateur : sorbate de potassium, arômes naturels d'orange avec autres arômes naturels, édulcorants : acésulfame-K, sucralose, stab",,reference,open_food_facts,
5449000214825,Fanta citron 33cl,Fanta,"Eau gazéifiée , sucre , jus de citron à base de concentré 5% , antioxydant : acide ascorbique , acidifiants : acide citrique, citrate de sodium , conservateur : sorbate de potassium , stabilisants : gomme arabique , esters glycériques de ré",,reference,open_food_facts,
5449000126645,TOPS,Fanta,,,reference,open_food_facts,
5449000000718,Fanta orange slim 25cl,Fanta,"ماء, سكر, ثاني أكسيد الكربون, مركز عصير البرتقال, حمض الستريك, نكهات طبيعية, بنزوات الصوديوم, سوربات البوتاسيوم, صمغ الغوار, صمغ الزانثان, أسيسولفام البوتاسيوم, سوكرالوز, لون الكاروتين",,reference,open_food_facts,
5449000247878,Fanta mangue / fruit du dragon,Fanta,"Brischungsgetränk mit Mango - und Drachenfruchtgeschmack mit Zucker und Süßungsmittel. Zutaten: Wasser, Zucker, Orange salt aus Orangensaftkonzentrat (2,7%), Kohlensäure, Säuerungsmit Citronensäure, Apfelsäure), Antioxidationsmittel Ascorbi",,reference,open_food_facts,
5449000005999,FANTA can 25 cl,Fanta,ماء غازي، سکر، عصير الليمون، محمضات : E330 300، مادة حافظة: E202 ، مستحلب: E414، محليات: E950 E955 ، نكهات الليمون الطبيعية ملون: E104. معبا من طرف (لا) أنظر الرب أسفل العلبة و عنوان الشركة المعبئة المطابق له الموضح سله، بموجب ترخيص من شرك ,,reference,open_food_facts,
5449000006004,Fanta Limón,Fanta,"carbonated water, lemon juice from concentrate 6%, sugar, acidulants (malic acid, citric acid), sweeteners (acesulfame k, aspartame, neohesperidin dc), antioxidant (ascorbic acid), acidity corrector (sodium citrate), preservative (potassium",,reference,open_food_facts,
5942321000202,Fanta portocale 2l,Fanta,"Water, sugar, fruit syrup, orange concentrate (5%), carbon dioxide, citric acid, natural orange flavor with other flavors, ascorbic acid, coloring carotenes, guar gum stabilizer.",,reference,open_food_facts,
5449000235369,Fanta zero orange,Fanta,"Eau pétillante, jus d'orange à base de concentré, acide citrique, acide malique, citrate de sodium, aspartame, acésulfame-K, sorbate de potassium, acide ascorbique, arômes naturals d'orange, concentré de carottes, gomme de guar, carotenoide",,reference,open_food_facts,
5449000308054,PET 1.25L FANTA ORANGE,Fanta,"Eau gazéifiée , jus d'orange à base de concentré (10%) , sucre , jus de citron à base de concentré (2%), conservateur : sorbate de potassium , arômes naturels d'orange avec autres arômes naturels , édulcorants : acésulfame-K, sucralose, sta",,reference,open_food_facts,
5000112514128,"Fanta Exotic 0,33 Dose",Fanta,"Wasser, Zucker, Orangensaft aus Orangensaftkonzentrat (4,6%), Kohlensäure, Säuerungmittel Citronensäure, Apfelsäure), Pfirsichsaft aus Pfirsichsaftkonzentrat (0,5%), Apfelsaft aus Apfelsaftkonzentrat (0,4%), färbendes Lebensmittel (Konzentr",,reference,open_food_facts,
5449000280208,Schweppes tonic 1l,Schweppes,ماء غازي، سكر، محمض E330، نكهة، محليات E950، E955، كافيين,,reference,open_food_facts,
8435185101116,Orangina et sa Pulpe !,Orangina,"Eau gazéifiée, jus d'orange et autres jus d'agrumes à base de concentrés 12% (orange 11%, mandarine, pamplemousse), sucre, pulpe d'orange 2%, extraits de zeste d'orange, acidifiant: acide citrique (E330), conservateur sorbate de potassium (",,reference,open_food_facts,
5449000318945,Schweppes citron 45cl,Schweppes,"carbonated water, sugar, lemon juice from concentrate, acidity regulator E330, preservative E211, sweeteners E950, E951, stabilizer E414, natural lemon flavoring with other natural flavorings",,reference,open_food_facts,
5449000339559,VIRGIN MOJITO Schweppes,Schweppes,مشروب بنكهة الليمون والنعناع يحتوي على السكر و المحليات المكونات ماء غازي، سكر مخفضات 330 E331 : مستحلبات E471 E414 - مواد حافظة : E211 ، E202 نكهات طبيعية ومطابقة للطبيعية محليات E950 E955 ملونات: E133 E104 . تمت التعبئة بواسطة كوبومي تكنو,,reference,open_food_facts,
3124480186902,Schweppes zéro Indian Tonic,Schweppes,"Eau gazéifiée, acidifiant : acide citrique, édulcorants : acésulfame K et sucralose, arômes naturels, arôme : quinine.",,reference,open_food_facts,
3124480193692,Ginger Beer,Schweppes,"Eau gazéifiée, sucre, correcteurs d'acidité: acide tartrique et citrate de sodium, stabilisant : gomme d'acacia, arome naturel de gingembre avec autres arômes naturels, antioxydant : acide ascorbique, conservateur : sorbate de potassium, éd",,reference,open_food_facts,
3124480159111,boisson tonic indian  15cl Schweppes can,schweppes,"Eau gazéifiée, sucre, acidifiant : acide citrique, arômes naturels, arôme : quinine, édulcorants : acésulfame K, sucralose.",,reference,open_food_facts,
3124480164195,Indian Tonic,Schweppes,"Eau gazéifiée, sucre, acidifiant : acide citrique, arômes naturels, arôme : quinine, édulcorants : acésulfame K et sucralose.",,reference,open_food_facts,
3124480183923,PET 1.5L SCHWEPPES LEMON,Schweppes,"Eau gazéifiée, sucre, extraits naturels de citron, acidifiant : acide citrique, arômes naturels de citron avec autres arômes naturels, conservateur :  sorbate de potassium, édulcorants : acésulfame K, sucralose, amidon modifié, stabilisants",,reference,open_food_facts,
3124480191108,Schweppes Zero Agrumes,Schweppes,"Eau gazéifiée, extraits d'orange, acidifiant : acide citrique, édulcorants : acésulfame K et sucralose, conservateur : sorbate de potassium, arômes naturels d'agrumes avec autres arômes naturels, amidon modifié, antioxydant: acide ascorbiqu",,reference,open_food_facts,
3124480170132,Schweppes Agrum',Schweppes,"eau gazéifiée, sucre, extraits d'orange, acidifiant : acide citrique, conservateur : sorbate de potassium, édulcorants : acésulfame K et sucralose, amidon modifié, antioxydant : acide ascorbique, arômes naturels d'agrumes avec autres arômes",,reference,open_food_facts,
8414100304759,Tónica Zero,Schweppes,"Agua, anhídrido carbónico, acidulante (ácido cítrico), aromas naturales, edulcorantes (ciclamato sódico, acesulfamo k, sacarina sódica), aroma quinina,",,reference,open_food_facts,
8410283001102,Gaseosa cero calorías,La Casera,"Agua carbonatada, acidulante: ácido cítrico (E-330), edulcorantes: sacarina (E-954) y ciclamato (E-952) y aromas.",,reference,open_food_facts,
3124480165246,Indian Tonic,Schweppes,"eau gazéifiée, sucre, acidifiant : acide citrique, arômes naturels, arôme : quinine édulcorants : acésulfame K et sucralose,",,reference,open_food_facts,
3124480186887,Schweppes pomme,Schweppes,"Eau gazéifiée, sucre, acidifiants : acide malique et acide citrique, arômes naturels, conservateur : sorbate de potassium, colorant : E150d, édulcorants : acésulfame K et sucralose",,reference,open_food_facts,
3595801321089,Schweppes Agrum' Zero,Schweppes,"Eau gazéifiée, extraits naturels d'orange, acidifiant: acide citrique, édulcorants: acésulfame K et sucralose, conservateur : sorbate de potassium, amidon modifié, antioxydant : acide ascorbique, arômes naturels d'agrumes avec autres arômes",,reference,open_food_facts,
3124480002594,Schweppes Agrum',Schweppes,"eau gazéifiée, sucre, extraits naturels d'orange, acidifiant : acide citrique, conservateur E202, édulcorants (E951, E950), amidon modifié, antioxydant : acide ascorbique, stabilisant E445, arômes naturels d'agrumes avec autres arômes natur",,reference,open_food_facts,
5410221205198,Schweppes Zero agrumes,Schweppes,"Eau gazéifiée, extrait d'orange, acidifiant : acide citrique, édulcorants : acésulfame K et sucralose, conservateur : sorbate de potassium, arômes naturels d'agrumes avec autre arômes naturels, amidon modifié, antioxydant : acide ascorbique",,reference,open_food_facts,
8435185973230,Gingeer Beer & Chili,Schweppes,,,reference,open_food_facts,
8410283346500,Tinto de verano con refresco de limón,La Casera,"Agua carbonatada, Vino tinto (contiene sulfitos), mosto de uva (11%) y zumo de limón (0,8%) procedentes de concentrados, correctores de acidez: ácido cítrico y citrato sódico, aromas, edulcorantes: ciclamato sódico, acesulfamo K y E-954, co",,reference,open_food_facts,
3124480186911,Indian Tonic Zéro,Schweppes,"eau gazéifiée, acidifiant : acide citrique, édulcorants : acésulfame K et sucralose, arômes naturels, arôme : quinine.",,reference,open_food_facts,
3124480200293,Schweppes,Schweppes,"eau gazeifiée, sucre, extraits d'orange 0,9%, acidifiant: acide citrique, arôme naturel de citron vert, arôme naturel, arômes naturels d'orange, conservateur: Sorbate de potassium, antioxydant: acide ascorbique, stabilisants E445 et E444, a",,reference,open_food_facts,
8414100301141,Tónica original,Schweppes,,,reference,open_food_facts,
8414100301655,LIMÓN ZERO de corteza de limón,Schweppes,"Agua, extractos de limón, anhídrido carbónico (E-290), acidulante: ácido cítrico (E-330), aroma natural de limón con otros aromas naturales, edulcorantes: ciclamato (E-952) , acesulfamo K (E-950) y sucralosa (E-955); estabilizadores: octeni",,reference,open_food_facts,
8414100301248,Tónica zero 1l,Schweppes,"Eau, dioxyde de carbone, acide citrique, arômes naturels, e952, e950, e954, arômes quinine",,reference,open_food_facts,
8414100301752,Schweppes Limón 33cl,Schweppes,"Agua, jarabe de glucosa y fructosa, azúcar, zumo de limón a partir de concentrado 2,4%, extractos de limón 0,5%, anhídrido carbónico, acidulante (ácido cítrico), aroma natural de limón con otros aromas naturales, estabilizadores (almidón mo",,reference,open_food_facts,
5449000273332,Schweppes Soda Water,Schweppes,,,reference,open_food_facts,
8014396000395,Acqua tonica,Schweppes,"acqua, zucchero, anidride carbonica,
acidificante: acido citrico, aromi naturali, aroma:cloridrato di chinino.",,reference,open_food_facts,
8014396003073,Tonica zero pet,Schweppes,"Bibita analcolica gassata con edulcoranti senza zucchero. Ingredienti: acqua, anidride carbonica acidificante: acido citrico, aromi naturali, edulcoranti: acesulfame-K, ciclamato di sodio, sodio saccarinato, aroma: cloridrato di chinino.",,reference,open_food_facts,
8014396000942,Limone,Schweppes,"Acqua, succhi di frutti da concentrato 12% (limone 11%, pompelmo 1%), zucchero, anidride carbonica, aroma naturale limone con altri aromi naturali, acidificante: acido citrico, correttore di acidità: sodio citrato, conservante: potassio sor",,reference,open_food_facts,
5449000044703,Schweppes,Schweppes,"water, high fructose syrup, lemon juice (1,5%) concentrated juice, carbon dioxide (min, 2 g/l), lemon extract, acid: citric acid, flavorings (including quinine max, 85 mg/l), preservative: potassium-sorbate, antioxidant: ascorbic acid, stab",,reference,open_food_facts,
8414100333140,Tónica Original,Schweppes,"Agua, azúcar, jarabe de glucosa y fructosa, anhídrido carbónico, acidulante (ácido cítrico), aromas naturales, aroma quinina.",,reference,open_food_facts,
5449000044819,Тоник,Schweppes,"Вода, фруктозо-глюкозен сироп, въглероден диоксид, киселина: лимонена киселина, естествени ароматизанти (включително: хинин), подсладител: захарини.",,reference,open_food_facts,
5449000273350,Schweppes,Schweppes,"вода, фруктозо-глюкозен сироп, сок от мандарина от концентрат (2%), въглероден диоксид, киселина: лимонена киселина, ароматизанти, стабилизатори: Е 414 и Е 445, антиоксидант: аскорбинова киселина, консервант: калиев сорбат, оцветител: карот",,reference,open_food_facts,
8411800376457,Refresco trina laranja,Schweppes,"Agua, zumo de naranja a partir de concentrado 10%, azúcar, acidulante (ácido cítrico), aroma natural de naranja con otros aromas naturales, estabilizante (pectina), vitamina C, edulcorantes (E952, E955), colorante (carotenos).",,reference,open_food_facts,
8435185973142,Schweppes selection Hibiscus,schweppes,"eau gazéifiée, sucre, acidifiant : acide citrique, arômes naturels, colorants : anthocyanes, concentré de pomme, carthane et citron, arômes, quinine",,reference,open_food_facts,
5449000143493,Schweppes Tonic (25CL),Schweppes,"EAU GAZÉIFIÉE, SUCRE, ACIDE CITRIQUE, ARÔMES, QUININE (67.4 mg/L).",,reference,open_food_facts,
8414100363460,Schweppes Naranja Zero,Schweppes,,,reference,open_food_facts,
8435185946430,Schweppes 330ML Bitter Lemon Soft Drink Can,Schweppes,,,reference,open_food_facts,
8411800318958,TRINA Naranja,Schweppes,"Agua, zumo de naranja a partir de concentrado (10%), azúcar, acidulante (ácido cítrico), aroma natural de naranja con otros aromas naturales, estabilizante (pectina), vitamina C, edulcorantes (E952, E955), colorante (carotenos).",,reference,open_food_facts,
5410221205170,CAN 6X33CL SCHWEPPES AGRUMES,Schweppes,"eau gazéifiée, sucre, extrait d'orange, acidifiant acide citrique, conservateur sorbate de potassium, arômes naturels d'agrumes avec autres arômes naturels, édulcorant acésulfame k et sucralose, amidon modifié, antioxydant acide ascorbique,",,reference,open_food_facts,
8414100339001,Tónica Schweppes Pack x6,Schweppes,RECICLAME Información/Informação nutricional Valores medios / médios por 100 ml. Energía / Valor energético 48 kJ (,,reference,open_food_facts,
5449000334882,Schweppes ananas 45cl,Schweppes,,,reference,open_food_facts,
4000140710612,Bitter Lemon Zero,Schweppes,"Wasser, Limonensaft aus Limonensaftkonzentrat 4%, Kohlensäure, Limonenextrakt, Säuerungsmittel Citronensäure, Süßungsmittel (Natriumcyclamat, Sucralose, Acesulfam K, Natriumsaccharin), Antioxidationsmittel Ascorbinsäure, natürliches Zitrone",,reference,open_food_facts,
8414100362319,Ginger Ale,Schweppes,"agua, azúcar, anhídrido carbónico, aroma natural de jengibre con otros aromas naturales, acidulante: ácido cítrico, extracto de malta de cebada, edulcorantes: acesulfamo K y sucralosa",,reference,open_food_facts,
5449000272218,Portokali me geusi anthos portokaliou,Schweppes,"weppe 330 aepioûxo avayuktikó pe xupó noprokalu he ψμυκωμένο χυμό και γεύση ανθός πορτοκαλιού, μεγιοτ fange flavoured soft drink with orange juice from concentrate and r αν meeeners,1 συστατίκό: νερό, χυμός πρτικαλον εd αμξλο rιθρακα, μέσα ",,reference,open_food_facts,
5449000233413,Soda water,Schweppes,"Water, Carbon Dioxide, Sodium Bicarbonate.",,reference,open_food_facts,
3124480186869,Virgin mojito,Schweppes,"eau gazéifiée, sucre, jus de citron vert à base de concentré 1,5%, acidifiant : acide citrique, arôme naturel de citron vert, arôme naturel, conservateur : sorbate de potassium, antioxydant : acide ascorbique",,reference,open_food_facts,
4000140700147,Indian Tonic Water,Schweppes,"Wasser, Zucker, Kohlensäure, Säuerungsmittel Citronensäure, natürliche Aromen, Aroma Chinin.",,reference,open_food_facts,
5449000174031,Schweppes Agrumes,Schweppes,"BOISSON GAZEUSE AUX AROMES D'AGRUMES. iNGRÉDIENTS: EAU GAZÉIFIÉE, SUCRE, JUS D'AGRUMES, ACIDIFIANTS: E330, E331, E300, CONSERVATEUR: E202, ARÔMES, EMULSIFIANTS: E414, E412, E445.",,reference,open_food_facts,
3124480195007,Schweppes agrumes zero,Schweppes,,,reference,open_food_facts,
4000140700633,Wild Berry,Schweppes,"Wasser, Zucker, Kohlensäure, Säuerungsmittel Citronensäure, Aromen, Konzentrate (Hibiscus, Karotte).",,reference,open_food_facts,
8414100306553,Ginger ale,Schweppes,"Agua, azúcar, anhídrido carbónico, aroma natural de jengibre con otros aromas naturales, acidulante (ácido cítrico), extracto de malta de _cebada_, edulcorante (glucósidos de esteviol).",,reference,open_food_facts,
5903111335531,Schweppes mojito,Schweppes,,,reference,open_food_facts,
8414100387512,Schweppes Zero Citrus,Schweppes,"Agua, dióxido de carbono, extractos de naranja, acidulante ácido citrico, edulcorantes Pacesulfamo Ky sucralose, conservador: sorbato potásico, aromas maturales de citricos con otros aromas naturales, estabilitzantes: octenilsuccinato sódic",,reference,open_food_facts,
4000140713831,Orangina Orginal,Orangina,"Wasser, Mehrfruchtsaft aus Fruchtsaftkonzentraten (Orange 10%, Zitrone, Mandarine, Grapefruit), Zucker, 2% Fruchtfleisch (Orange, Mandarine), Kohlensäure, Orangenschalenextrakt, natürliches Orangenaroma.",,reference,open_food_facts,
5449000171353,Schweppes Virgin Mojito,Schweppes,,,reference,open_food_facts,
5449000272254,Schweppes lemonade,Schweppes,"Water,Lemon juice from concentrate 3%,Carbon Dioxide, Acids : (Citric acid, Malic acid), Sweeteners : (Sodium Cyclamate, Acesulfame K,Sucralose, Steviol glycosides from Stevia and Neohesperidine DC,Acidity regulator: Sodium Citrate,Natural ",,reference,open_food_facts,
6130003016129,Shweppes Gold pêche,Schweppes,ماء ،سكر، غاز ،CO2 معدلات الحموضة 296 SIN 330 ، SIN مستخلص الشعير نكهات الخوخ الإصطناعية مواد حافظة : 202 SIN 211 ،SIN :مستحلب 999 SIN محليات: 951 SIN 950 SIN. المواد المضافة غذائية. يحتوي على مصدر الفنيلالانين.,,reference,open_food_facts,
5449000301015,Schweppes Pink Tonic Style,Schweppes,"Schweppes Безалкохолна газирана напитка с плодов вкус. Със захар и подсладители. Съставки: вода, захар, въглероден диоксид, киселина: лимонена киселина, ароматизанти, подсладители: цикламати, ацесулфам К, захарини, плодов и зеленчуков конце",,reference,open_food_facts,
5449000222286,Schweppes,Schweppes,,,reference,open_food_facts,
5449000220950,Schweppes Bitter Lemon,Schweppes,,,reference,open_food_facts,
8435185943974,Schweppes Orange,Schweppes,,,reference,open_food_facts,
7617500199171,Bitter Lemon,Schweppes,"Wasser, Zucker, Zitronensaft aus Konzentrat, 
Zitronenextrakt aus Konzentrat (3,6%), Kohlensäure, Säuerungsmittel: Citronensäure, natürliche Aromen, natürliches Orangenaroma, modifizierte Stärke, Süssungsmittel: Acesulfam K und Sucralose, A",,reference,open_food_facts,
3124480196149,Spritz,Schweppes,"Eau Boisson gazeuse gazéifiée, sucre, arômes naturels, acidifiant: acide citrique, concentré de carotte noire, colorant bêta-carotène, conservateur sorbate de potassium, édulcorants: acésulfame K et sucralose, arôme conserver à l'abri du so",,reference,open_food_facts,
